Policy_ID,Customer_ID,Policy_Start_Date,Policy_End_Date,Policy_Type,Policy_Status,Customer_Age,Gender,Marital_Status,Region,City,Annual_Income,Vehicle_Age,Premium_Amount,Sum_Insured,Claim_Count,Claim_Amount,Claim_Status,Payment_Mode,Agent_ID,Agent_Name,Branch,Customer_Tenure_Years,Renewal_Status,Policy_Channel,Risk_Score,Customer_Satisfaction,Fraud_Flag
POL007130,CUST007130,09-02-2025,09-02-2026,Health,Active,28,Female,Married,North,Jaipur,322996,0,37931.21,412007.39,0,0,No Claim,Yearly,AG0090,Agent_0090,Branch_005,11,Not Applicable,Agent,47,4,No
POL007131,CUST007131,07-05-2023,07-05-2024,Life,Expired,80,Female,Single,West,Surat,836421,0,53191.92,1434074.88,0,0,No Claim,Monthly,AG0097,Agent_0097,Branch_007,11.8,Renewed,Online,28,4,No
POL007132,CUST007132,31-03-2023,31-03-2024,Health,Expired,43,Male,Married,North,Chandigarh,1077983,0,30616.23,574859.61,0,0,No Claim,Monthly,AG0074,Agent_0074,Branch_004,3.8,Renewed,Agent,33,4,No
POL007133,CUST007133,27-09-2024,27-09-2025,Auto,Expired,34,Female,Married,West,Ahmedabad,203685,1,20338.48,217928.78,1,19761.42,Approved,Monthly,AG0065,Agent_0065,Branch_002,4.4,Renewed,Agent,32,4,No
POL007134,CUST007134,09-10-2024,09-10-2025,Health,Cancelled,44,Female,Single,East,Bhubaneswar,267856,0,32725.24,525455.47,0,0,No Claim,Yearly,AG0093,Agent_0093,Branch_003,7.9,Not Applicable,Branch,39,5,No
POL007135,CUST007135,12-03-2023,12-03-2024,Auto,Active,21,Male,Single,North,Delhi,1558723,2,28030.7,274003.41,0,0,No Claim,Yearly,AG0030,Agent_0030,Branch_006,7,Not Applicable,Branch,47,3,No
POL007136,CUST007136,09-09-2025,09-09-2026,Home,Active,19,Male,Married,South,Hyderabad,443162,0,21924.66,630675.41,0,0,No Claim,Yearly,AG0047,Agent_0047,Branch_006,8.3,Not Applicable,Branch,22,3,No
POL007137,CUST007137,25-07-2025,25-07-2026,Health,Active,48,Male,Divorced,North,Shimla,782464,0,39943.15,325956.32,0,0,No Claim,Quarterly,AG0042,Agent_0042,Branch_008,9.9,Not Applicable,Agent,55,2,No
POL007138,CUST007138,08-01-2025,08-01-2026,Home,Active,30,Female,Married,South,Bangalore,702010,0,29060.64,803353.99,0,0,No Claim,Yearly,AG0084,Agent_0084,Branch_005,1.1,Not Applicable,Online,37,5,No
POL007139,CUST007139,25-03-2023,25-03-2024,Auto,Cancelled,44,Female,Divorced,East,Guwahati,1193337,4,36364.18,308355.2,0,0,No Claim,Yearly,AG0011,Agent_0011,Branch_004,10.9,Not Applicable,Branch,79,3,Yes
POL007140,CUST007140,09-01-2025,09-01-2026,Health,Active,35,Male,Married,East,Bhubaneswar,654790,0,23029.29,414304.05,0,0,No Claim,Monthly,AG0070,Agent_0070,Branch_001,10.5,Not Applicable,Agent,8,3,No
POL007141,CUST007141,13-10-2024,13-10-2025,Auto,Expired,26,Male,Married,South,Kochi,252105,3,26035.35,295455.91,0,0,No Claim,Quarterly,AG0012,Agent_0012,Branch_005,4.3,Not Renewed,Agent,75,4,No
POL007142,CUST007142,27-02-2025,27-02-2026,Auto,Active,18,Male,Married,West,Ahmedabad,825541,2,31915.97,354806,1,33726.64,Approved,Quarterly,AG0093,Agent_0093,Branch_001,5,Not Applicable,Agent,54,2,No
POL007143,CUST007143,25-06-2025,25-06-2026,Auto,Active,45,Male,Single,South,Hyderabad,857113,9,30168.54,187191.5,0,0,No Claim,Yearly,AG0042,Agent_0042,Branch_001,7.7,Not Applicable,Agent,65,3,No
POL007144,CUST007144,20-07-2024,20-07-2025,Auto,Active,48,Female,Married,North,Shimla,776480,0,29788.03,250444.65,1,28942.54,Pending,Quarterly,AG0085,Agent_0085,Branch_001,1.8,Not Applicable,Online,73,3,No
POL007145,CUST007145,09-11-2023,09-11-2024,Auto,Expired,38,Male,Single,North,Delhi,905159,4,28291.93,230977.25,0,0,No Claim,Quarterly,AG0065,Agent_0065,Branch_005,5.7,Not Renewed,Agent,73,3,No
POL007146,CUST007146,15-03-2025,15-03-2026,Auto,Active,38,Male,Single,South,Hyderabad,422183,8,24979.54,125254.67,0,0,No Claim,Monthly,AG0088,Agent_0088,Branch_006,9.2,Not Applicable,Online,49,3,No
POL007147,CUST007147,19-11-2024,19-11-2025,Auto,Expired,23,Male,Married,North,Jaipur,471188,1,22020.6,115216.52,0,0,No Claim,Quarterly,AG0092,Agent_0092,Branch_003,5.2,Renewed,Branch,44,3,No
POL007148,CUST007148,04-02-2025,04-02-2026,Health,Active,50,Female,Divorced,West,Surat,784100,0,42701.29,700380.33,0,0,No Claim,Monthly,AG0033,Agent_0033,Branch_002,0.6,Not Applicable,Online,69,4,No
POL007149,CUST007149,27-12-2025,27-12-2026,Life,Active,54,Female,Single,South,Bangalore,476843,0,56879.22,4290949.28,0,0,No Claim,Yearly,AG0066,Agent_0066,Branch_006,9.2,Not Applicable,Branch,59,4,No
POL007150,CUST007150,28-10-2023,28-10-2024,Auto,Expired,30,Female,Married,East,Kolkata,641761,9,30122.71,287717.54,0,0,No Claim,Yearly,AG0015,Agent_0015,Branch_004,5.3,Not Renewed,Agent,53,4,No
POL007151,CUST007151,21-07-2024,21-07-2025,Home,Expired,44,Female,Single,West,Surat,1406161,0,28608.41,767644.13,0,0,No Claim,Quarterly,AG0076,Agent_0076,Branch_007,2.8,Renewed,Agent,29,4,No
POL007152,CUST007152,25-05-2023,25-05-2024,Auto,Expired,58,Female,Single,North,Jaipur,871901,5,37971.37,327650.74,0,0,No Claim,Monthly,AG0028,Agent_0028,Branch_004,3.1,Not Renewed,Agent,49,4,No
POL007153,CUST007153,14-06-2023,14-06-2024,Health,Expired,37,Female,Married,South,Kochi,1165771,0,32365.04,615751.43,1,167551.99,Rejected,Quarterly,AG0020,Agent_0020,Branch_005,9,Not Renewed,Agent,29,3,No
POL007154,CUST007154,02-11-2025,02-11-2026,Life,Active,76,Male,Single,North,Jaipur,432348,0,56941.64,3595512.44,0,0,No Claim,Monthly,AG0055,Agent_0055,Branch_006,7.3,Not Applicable,Agent,43,2,Yes
POL007155,CUST007155,29-08-2024,29-08-2025,Home,Expired,61,Male,Single,East,Patna,3498832,0,54750.77,1276903.23,0,0,No Claim,Quarterly,AG0015,Agent_0015,Branch_004,7.7,Renewed,Branch,78,4,No
POL007156,CUST007156,13-02-2024,13-02-2025,Auto,Expired,45,Male,Married,East,Bhubaneswar,536697,5,30605.13,366150.69,0,0,No Claim,Yearly,AG0031,Agent_0031,Branch_004,4.7,Renewed,Online,55,2,No
POL007157,CUST007157,19-11-2023,19-11-2024,Health,Expired,41,Male,Single,East,Patna,966052,0,49965.17,786512.72,0,0,No Claim,Monthly,AG0012,Agent_0012,Branch_003,4.8,Renewed,Online,68,3,No
POL007158,CUST007158,13-01-2023,13-01-2024,Travel,Cancelled,57,Male,Married,East,Bhubaneswar,665811,0,13021.35,57449.14,0,0,No Claim,Yearly,AG0002,Agent_0002,Branch_003,5.5,Not Applicable,Online,55,3,No
POL007159,CUST007159,27-02-2025,27-02-2026,Travel,Active,37,Female,Single,West,Mumbai,690446,0,12798.4,37895.13,1,3152.22,Approved,Monthly,AG0054,Agent_0054,Branch_006,11,Not Applicable,Agent,74,3,No
POL007160,CUST007160,29-09-2023,29-09-2024,Life,Expired,51,Female,Single,East,Bhubaneswar,543023,0,52126.72,1505495.02,0,0,No Claim,Monthly,AG0088,Agent_0088,Branch_001,6.1,Renewed,Branch,58,3,No
POL007161,CUST007161,14-08-2023,14-08-2024,Auto,Expired,47,Female,Married,South,Kochi,600263,8,37479.37,196300.5,0,0,No Claim,Quarterly,AG0052,Agent_0052,Branch_002,2.2,Not Renewed,Agent,100,4,No
POL007162,CUST007162,29-06-2023,29-06-2024,Health,Active,25,Male,Married,West,Mumbai,393186,0,45095.62,782898.4,0,0,No Claim,Yearly,AG0041,Agent_0041,Branch_004,10.9,Not Applicable,Branch,68,4,No
POL007163,CUST007163,13-02-2023,13-02-2024,Life,Expired,38,Male,Married,North,Jaipur,1027308,0,59798.97,4215744.87,0,0,No Claim,Monthly,AG0003,Agent_0003,Branch_005,4.1,Not Renewed,Agent,68,3,No
POL007164,CUST007164,16-01-2024,16-01-2025,Life,Expired,34,Female,Single,North,Jaipur,421168,0,50639.66,2259544.11,0,0,No Claim,Yearly,AG0059,Agent_0059,Branch_001,6.3,Renewed,Online,56,2,No
POL007165,CUST007165,25-09-2023,25-09-2024,Auto,Expired,42,Female,Single,North,Shimla,1141236,4,31258.89,161264.56,0,0,No Claim,Quarterly,AG0066,Agent_0066,Branch_003,9.4,Renewed,Online,60,2,No
POL007166,CUST007166,05-07-2023,05-07-2024,Auto,Cancelled,29,Other,Single,South,Hyderabad,780164,0,33378.17,193289.33,0,0,No Claim,Yearly,AG0016,Agent_0016,Branch_008,10.1,Not Applicable,Branch,62,5,No
POL007167,CUST007167,20-10-2023,20-10-2024,Health,Expired,56,Male,Single,South,Chennai,349132,0,51057.69,726456.39,0,0,No Claim,Quarterly,AG0025,Agent_0025,Branch_002,6,Not Renewed,Branch,60,3,No
POL007168,CUST007168,22-08-2023,22-08-2024,Health,Cancelled,58,Female,Divorced,West,Ahmedabad,652777,0,40137.95,380119.73,1,68985.51,Pending,Quarterly,AG0095,Agent_0095,Branch_006,5.7,Not Applicable,Agent,50,4,No
POL007169,CUST007169,01-12-2024,01-12-2025,Health,Expired,52,Male,Married,South,Hyderabad,1183819,0,38975.62,319501.7,1,81528.28,Approved,Monthly,AG0035,Agent_0035,Branch_004,7.5,Not Renewed,Agent,48,3,No
POL007170,CUST007170,12-07-2025,12-07-2026,Auto,Active,18,Female,Married,South,Bangalore,497438,1,26857.89,286078.63,0,0,No Claim,Quarterly,AG0089,Agent_0089,Branch_005,6.1,Not Applicable,Branch,58,3,No
POL007171,CUST007171,18-07-2023,18-07-2024,Home,Expired,57,Female,Married,West,Mumbai,290227,0,33288.34,857570.16,0,0,No Claim,Monthly,AG0097,Agent_0097,Branch_005,6.1,Not Renewed,Branch,47,3,No
POL007172,CUST007172,16-11-2023,16-11-2024,Auto,Expired,26,Male,Single,South,Bangalore,350817,10,25533.14,260221.9,0,0,No Claim,Monthly,AG0063,Agent_0063,Branch_008,8.8,Renewed,Online,78,3,No
POL007173,CUST007173,19-11-2025,19-11-2026,Health,Active,30,Female,Married,West,Pune,1048754,0,44487.2,500156.55,0,0,No Claim,Quarterly,AG0020,Agent_0020,Branch_001,2.1,Not Applicable,Agent,72,3,No
POL007174,CUST007174,23-02-2024,23-02-2025,Auto,Active,18,Male,Single,South,Chennai,1156610,3,31838.41,318366.92,0,0,No Claim,Quarterly,AG0030,Agent_0030,Branch_006,9.7,Not Applicable,Agent,49,4,No
POL007175,CUST007175,10-04-2024,10-04-2025,Home,Expired,33,Female,Single,West,Mumbai,904028,0,19578.49,760563.89,0,0,No Claim,Monthly,AG0043,Agent_0043,Branch_002,3.8,Renewed,Online,9,2,Yes
POL007176,CUST007176,30-11-2024,30-11-2025,Auto,Active,26,Male,Divorced,East,Bhubaneswar,358179,0,20150.38,161510.99,0,0,No Claim,Monthly,AG0081,Agent_0081,Branch_006,0.6,Not Applicable,Branch,27,4,No
POL007177,CUST007177,12-06-2023,12-06-2024,Travel,Expired,47,Female,Divorced,East,Kolkata,849573,0,17628.16,118839.11,0,0,No Claim,Quarterly,AG0073,Agent_0073,Branch_003,6.6,Renewed,Agent,70,2,No
POL007178,CUST007178,06-11-2025,06-11-2026,Travel,Active,64,Female,Married,North,Delhi,757021,0,17656.58,84204.66,1,8746.57,Approved,Yearly,AG0067,Agent_0067,Branch_001,10.3,Not Applicable,Agent,61,3,No
POL007179,CUST007179,27-03-2023,27-03-2024,Travel,Expired,52,Male,Divorced,South,Bangalore,531322,0,12346.56,118284.18,0,0,No Claim,Monthly,AG0052,Agent_0052,Branch_001,9.7,Renewed,Agent,46,3,No
POL007180,CUST007180,27-01-2024,27-01-2025,Auto,Expired,56,Female,Divorced,East,Guwahati,616282,6,29379.73,214113.13,0,0,No Claim,Monthly,AG0058,Agent_0058,Branch_001,5.1,Not Renewed,Agent,27,3,No
POL007181,CUST007181,21-08-2025,21-08-2026,Home,Active,18,Female,Married,East,Patna,690682,0,31998.67,913291.29,0,0,No Claim,Yearly,AG0049,Agent_0049,Branch_002,0.6,Not Applicable,Online,46,4,No
POL007182,CUST007182,09-04-2023,09-04-2024,Auto,Cancelled,18,Male,Married,North,Chandigarh,505501,7,32390.24,377767.95,0,0,No Claim,Yearly,AG0094,Agent_0094,Branch_001,5.7,Not Applicable,Agent,67,4,No
POL007183,CUST007183,08-07-2024,08-07-2025,Auto,Active,47,Male,Divorced,West,Mumbai,1052720,13,24869.76,182334.47,0,0,No Claim,Quarterly,AG0078,Agent_0078,Branch_004,5.2,Not Applicable,Agent,23,3,No
POL007184,CUST007184,07-11-2024,07-11-2025,Home,Active,51,Male,Married,South,Bangalore,1197028,0,36836.09,644058.37,0,0,No Claim,Quarterly,AG0007,Agent_0007,Branch_008,4.4,Not Applicable,Branch,57,2,No
POL007185,CUST007185,20-12-2025,20-12-2026,Life,Active,47,Female,Single,East,Patna,554039,0,39695.39,2741210.96,1,376823.95,Pending,Monthly,AG0036,Agent_0036,Branch_002,6.8,Not Applicable,Online,48,4,No
POL007186,CUST007186,18-05-2023,18-05-2024,Home,Expired,40,Male,Single,West,Surat,1839039,0,30473.86,1281547.87,0,0,No Claim,Quarterly,AG0008,Agent_0008,Branch_006,3.3,Not Renewed,Agent,26,4,No
POL007187,CUST007187,09-02-2024,09-02-2025,Health,Cancelled,46,Female,Married,East,Bhubaneswar,1166760,0,45555.54,656168.91,0,0,No Claim,Quarterly,AG0099,Agent_0099,Branch_005,2.1,Not Applicable,Agent,54,3,No
POL007188,CUST007188,16-07-2023,16-07-2024,Auto,Expired,42,Female,Single,South,Kochi,796862,0,32575.8,378212.28,0,0,No Claim,Yearly,AG0100,Agent_0100,Branch_007,1.4,Renewed,Agent,75,3,No
POL007189,CUST007189,23-08-2023,23-08-2024,Health,Expired,44,Male,Married,East,Guwahati,1018240,0,47619.94,806853.36,0,0,No Claim,Yearly,AG0029,Agent_0029,Branch_004,7.6,Not Renewed,Branch,63,3,No
POL007190,CUST007190,01-02-2023,01-02-2024,Auto,Active,75,Other,Divorced,West,Mumbai,1418338,8,48063.53,257630.85,0,0,No Claim,Quarterly,AG0019,Agent_0019,Branch_003,9.9,Not Applicable,Online,57,5,No
POL007191,CUST007191,21-11-2025,21-11-2026,Life,Active,25,Female,Single,North,Shimla,1764547,0,49887.87,2286507.84,0,0,No Claim,Quarterly,AG0016,Agent_0016,Branch_003,7.2,Not Applicable,Agent,61,2,No
POL007192,CUST007192,28-02-2024,28-02-2025,Auto,Active,35,Male,Single,North,Jaipur,639009,0,31757.92,312618.98,2,127279.55,Pending,Monthly,AG0027,Agent_0027,Branch_006,11,Not Applicable,Online,65,5,No
POL007193,CUST007193,23-09-2025,23-09-2026,Auto,Active,43,Female,Married,East,Guwahati,1002047,6,21888.68,232142.56,0,0,No Claim,Monthly,AG0036,Agent_0036,Branch_001,11.2,Not Applicable,Branch,28,2,No
POL007194,CUST007194,27-10-2023,27-10-2024,Life,Cancelled,42,Female,Married,West,Surat,687703,0,45419.74,1711445.14,0,0,No Claim,Yearly,AG0086,Agent_0086,Branch_005,5,Not Applicable,Online,63,4,No
POL007195,CUST007195,17-01-2023,17-01-2024,Auto,Expired,22,Male,Single,South,Chennai,807916,0,18124.7,188954.23,0,0,No Claim,Monthly,AG0035,Agent_0035,Branch_005,8.2,Renewed,Online,19,3,No
POL007196,CUST007196,16-09-2023,16-09-2024,Life,Expired,50,Male,Single,West,Surat,810318,0,44307.46,2973975.62,0,0,No Claim,Monthly,AG0092,Agent_0092,Branch_004,4.3,Not Renewed,Branch,38,3,No
POL007197,CUST007197,20-11-2023,20-11-2024,Health,Expired,18,Female,Married,South,Bangalore,703658,0,37774.98,604230.95,0,0,No Claim,Yearly,AG0093,Agent_0093,Branch_006,7.3,Not Renewed,Agent,48,2,No
POL007198,CUST007198,25-01-2025,25-01-2026,Auto,Active,41,Male,Married,South,Kochi,1285853,1,27744.01,239479.79,1,46750.47,Approved,Monthly,AG0052,Agent_0052,Branch_007,5,Not Applicable,Agent,57,4,No
POL007199,CUST007199,27-03-2024,27-03-2025,Travel,Expired,52,Male,Married,East,Guwahati,310134,0,13376.89,55740.26,0,0,No Claim,Yearly,AG0081,Agent_0081,Branch_003,2.3,Renewed,Branch,51,2,No
POL007200,CUST007200,26-04-2023,26-04-2024,Health,Expired,54,Other,Married,East,Bhubaneswar,500231,0,28631.56,572278.27,0,0,No Claim,Quarterly,AG0081,Agent_0081,Branch_004,6.8,Renewed,Online,26,3,No
POL007201,CUST007201,04-08-2025,04-08-2026,Auto,Active,39,Female,Single,East,Bhubaneswar,652012,10,29657.38,326245.72,0,0,No Claim,Monthly,AG0054,Agent_0054,Branch_008,0.7,Not Applicable,Agent,47,2,No
POL007202,CUST007202,23-07-2024,23-07-2025,Life,Active,37,Male,Single,North,Jaipur,671677,0,43184.97,1889274.65,0,0,No Claim,Monthly,AG0019,Agent_0019,Branch_003,8.3,Not Applicable,Agent,53,4,No
POL007203,CUST007203,30-07-2025,30-07-2026,Auto,Active,40,Male,Single,West,Surat,503475,7,22323.46,138151.82,0,0,No Claim,Quarterly,AG0064,Agent_0064,Branch_002,9.9,Not Applicable,Branch,42,2,No
POL007204,CUST007204,08-09-2025,08-09-2026,Life,Active,37,Other,Married,East,Kolkata,383416,0,46444.49,1198497.2,0,0,No Claim,Quarterly,AG0033,Agent_0033,Branch_006,5.7,Not Applicable,Branch,49,4,No
POL007205,CUST007205,09-02-2025,09-02-2026,Auto,Active,52,Male,Married,North,Shimla,1079608,3,33653.42,315585.8,0,0,No Claim,Monthly,AG0036,Agent_0036,Branch_007,7.7,Not Applicable,Agent,54,2,No
POL007206,CUST007206,03-09-2023,03-09-2024,Home,Expired,31,Male,Single,South,Chennai,894344,0,24424.86,571542.46,0,0,No Claim,Yearly,AG0057,Agent_0057,Branch_003,1.8,Renewed,Agent,20,4,No
POL007207,CUST007207,12-11-2023,12-11-2024,Auto,Expired,49,Female,Married,East,Bhubaneswar,862131,10,32866.96,314747.81,0,0,No Claim,Monthly,AG0083,Agent_0083,Branch_007,7.4,Renewed,Agent,55,4,No
POL007208,CUST007208,07-10-2025,07-10-2026,Home,Active,57,Male,Married,West,Pune,2303317,0,56996.49,2040648.58,0,0,No Claim,Yearly,AG0072,Agent_0072,Branch_007,5.3,Not Applicable,Agent,56,4,No
POL007209,CUST007209,16-04-2023,16-04-2024,Home,Cancelled,30,Female,Married,South,Hyderabad,651486,0,26952.06,863662.23,0,0,No Claim,Monthly,AG0078,Agent_0078,Branch_004,8.1,Not Applicable,Agent,26,5,No
POL007210,CUST007210,08-11-2023,08-11-2024,Home,Expired,36,Female,Married,North,Delhi,435064,0,34198.66,1407556.62,1,211996.26,Approved,Monthly,AG0076,Agent_0076,Branch_008,11.8,Renewed,Agent,78,4,No
POL007211,CUST007211,02-06-2023,02-06-2024,Auto,Expired,46,Female,Married,East,Patna,150000,6,22437.88,131771.49,0,0,No Claim,Monthly,AG0050,Agent_0050,Branch_007,10.7,Renewed,Branch,33,3,No
POL007212,CUST007212,29-01-2023,29-01-2024,Health,Active,46,Female,Single,West,Pune,1329915,0,50313.02,710399.17,1,194489.27,Approved,Yearly,AG0049,Agent_0049,Branch_006,4.1,Not Applicable,Branch,51,3,No
POL007213,CUST007213,13-06-2025,13-06-2026,Auto,Active,26,Female,Single,East,Bhubaneswar,478752,4,31220.44,211551.84,0,0,No Claim,Monthly,AG0062,Agent_0062,Branch_006,4.5,Not Applicable,Online,57,3,No
POL007214,CUST007214,19-02-2025,19-02-2026,Home,Active,41,Male,Single,East,Patna,712945,0,34279.81,1130515.09,0,0,No Claim,Yearly,AG0066,Agent_0066,Branch_004,1.5,Not Applicable,Agent,58,2,No
POL007215,CUST007215,09-01-2023,09-01-2024,Home,Expired,46,Male,Married,North,Delhi,2563966,0,42909.78,1725871.89,0,0,No Claim,Yearly,AG0099,Agent_0099,Branch_003,9.1,Not Renewed,Agent,49,3,No
POL007216,CUST007216,01-10-2023,01-10-2024,Home,Active,29,Female,Married,West,Mumbai,241102,0,28551.24,1281882.6,0,0,No Claim,Monthly,AG0063,Agent_0063,Branch_001,1.5,Not Applicable,Online,69,3,No
POL007217,CUST007217,07-11-2024,07-11-2025,Auto,Active,60,Female,Divorced,West,Ahmedabad,1729261,4,53811.1,458360.23,0,0,No Claim,Yearly,AG0009,Agent_0009,Branch_008,11.1,Not Applicable,Agent,82,3,No
POL007218,CUST007218,29-01-2023,29-01-2024,Health,Expired,34,Male,Married,South,Hyderabad,756680,0,30308.34,259145.73,0,0,No Claim,Yearly,AG0021,Agent_0021,Branch_002,11.9,Not Renewed,Online,34,3,No
POL007219,CUST007219,27-06-2024,27-06-2025,Home,Expired,29,Male,Married,North,Shimla,353177,0,39669.95,1401213.64,0,0,No Claim,Monthly,AG0067,Agent_0067,Branch_008,7.2,Not Renewed,Online,81,3,No
POL007220,CUST007220,04-01-2023,04-01-2024,Life,Expired,26,Male,Married,East,Bhubaneswar,401652,0,36351.78,746769.5,0,0,No Claim,Monthly,AG0007,Agent_0007,Branch_004,10.8,Renewed,Agent,37,3,No
POL007221,CUST007221,03-11-2023,03-11-2024,Health,Active,63,Female,Single,West,Ahmedabad,1610162,0,76679.55,1155577.4,1,203105.28,Approved,Quarterly,AG0061,Agent_0061,Branch_003,2.5,Not Applicable,Branch,84,3,No
POL007222,CUST007222,11-04-2025,11-04-2026,Auto,Active,57,Female,Married,West,Surat,906861,7,36947.43,229544.4,0,0,No Claim,Quarterly,AG0076,Agent_0076,Branch_003,7.1,Not Applicable,Agent,48,3,No
POL007223,CUST007223,19-11-2024,19-11-2025,Auto,Active,46,Male,Married,North,Jaipur,411924,7,25810.19,232994.96,1,49067.94,Rejected,Yearly,AG0054,Agent_0054,Branch_006,4.5,Not Applicable,Online,66,2,No
POL007224,CUST007224,17-12-2023,17-12-2024,Life,Cancelled,53,Female,Married,West,Pune,391289,0,53764.51,1850243.88,0,0,No Claim,Yearly,AG0038,Agent_0038,Branch_001,2.9,Not Applicable,Branch,68,4,No
POL007225,CUST007225,29-10-2024,29-10-2025,Home,Cancelled,20,Female,Married,West,Ahmedabad,1227994,0,46077.73,877997.74,1,99190.35,Approved,Yearly,AG0073,Agent_0073,Branch_006,10.8,Not Applicable,Online,68,1,No
POL007226,CUST007226,02-09-2023,02-09-2024,Life,Cancelled,37,Female,Single,East,Kolkata,876152,0,35996.33,2054250.4,0,0,No Claim,Yearly,AG0094,Agent_0094,Branch_003,6.6,Not Applicable,Branch,27,3,No
POL007227,CUST007227,08-02-2025,08-02-2026,Health,Active,21,Female,Married,North,Shimla,2102785,0,29796.18,412040.43,0,0,No Claim,Monthly,AG0058,Agent_0058,Branch_004,5.6,Not Applicable,Online,15,2,No
POL007228,CUST007228,17-09-2023,17-09-2024,Life,Active,49,Other,Married,West,Surat,488716,0,45673.74,3339665.85,0,0,No Claim,Yearly,AG0093,Agent_0093,Branch_004,10.5,Not Applicable,Agent,55,2,No
POL007229,CUST007229,25-08-2025,25-08-2026,Home,Active,24,Female,Single,South,Hyderabad,403855,0,25137.37,535274.78,0,0,No Claim,Monthly,AG0014,Agent_0014,Branch_006,5.4,Not Applicable,Agent,19,2,No
POL007230,CUST007230,26-07-2024,26-07-2025,Home,Cancelled,39,Female,Single,West,Mumbai,506275,0,35239.22,1296244.3,0,0,No Claim,Quarterly,AG0064,Agent_0064,Branch_001,10.6,Not Applicable,Agent,83,3,No
POL007231,CUST007231,28-04-2023,28-04-2024,Travel,Active,32,Male,Single,West,Surat,399003,0,12761.2,88986.54,0,0,No Claim,Monthly,AG0059,Agent_0059,Branch_006,8.3,Not Applicable,Agent,53,4,No
POL007232,CUST007232,03-04-2023,03-04-2024,Life,Cancelled,40,Female,Married,West,Pune,599268,0,39290.73,2845295.08,0,0,No Claim,Monthly,AG0014,Agent_0014,Branch_003,2.7,Not Applicable,Branch,59,2,No
POL007233,CUST007233,01-09-2024,01-09-2025,Auto,Expired,46,Female,Married,South,Kochi,1207232,3,41328.18,275323.39,0,0,No Claim,Quarterly,AG0005,Agent_0005,Branch_001,10.7,Not Renewed,Agent,85,3,No
POL007234,CUST007234,26-12-2025,26-12-2026,Health,Active,27,Other,Married,North,Shimla,187707,0,31589.74,377551.63,1,95843.79,Approved,Monthly,AG0086,Agent_0086,Branch_004,11.6,Not Applicable,Agent,66,3,No
POL007235,CUST007235,05-02-2023,05-02-2024,Life,Expired,46,Female,Married,West,Ahmedabad,1615680,0,58139.74,4371421.19,0,0,No Claim,Yearly,AG0019,Agent_0019,Branch_001,2.6,Renewed,Online,56,4,No
POL007236,CUST007236,04-03-2023,04-03-2024,Travel,Active,66,Male,Married,East,Bhubaneswar,1329103,0,20624.44,59368.39,0,0,No Claim,Quarterly,AG0063,Agent_0063,Branch_006,7,Not Applicable,Online,65,4,No
POL007237,CUST007237,23-06-2024,23-06-2025,Home,Expired,46,Male,Married,South,Chennai,658033,0,28631.3,1235832.91,0,0,No Claim,Yearly,AG0090,Agent_0090,Branch_005,9.4,Not Renewed,Online,44,4,No
POL007238,CUST007238,27-06-2025,27-06-2026,Auto,Active,41,Male,Single,West,Pune,1048309,8,28328.19,204707.63,0,0,No Claim,Monthly,AG0043,Agent_0043,Branch_006,2,Not Applicable,Agent,60,4,No
POL007239,CUST007239,22-03-2025,22-03-2026,Auto,Active,44,Female,Married,West,Mumbai,453323,11,24164.06,253258.28,1,50076.99,Rejected,Yearly,AG0070,Agent_0070,Branch_003,7.8,Not Applicable,Agent,25,4,No
POL007240,CUST007240,04-06-2025,04-06-2026,Auto,Active,53,Male,Single,North,Shimla,956148,1,32112.27,214753.6,0,0,No Claim,Quarterly,AG0040,Agent_0040,Branch_007,9.7,Not Applicable,Online,60,3,No
POL007241,CUST007241,22-02-2024,22-02-2025,Auto,Expired,23,Male,Married,South,Hyderabad,347051,2,18415.68,216934.89,1,24357.58,Approved,Monthly,AG0036,Agent_0036,Branch_005,7.2,Not Renewed,Online,14,3,No
POL007242,CUST007242,20-05-2024,20-05-2025,Home,Active,24,Male,Single,West,Surat,787525,0,23337.74,944503.53,0,0,No Claim,Quarterly,AG0005,Agent_0005,Branch_008,1.9,Not Applicable,Agent,26,1,No
POL007243,CUST007243,19-07-2023,19-07-2024,Life,Cancelled,18,Male,Married,West,Mumbai,1145444,0,50546.11,1109929.82,0,0,No Claim,Quarterly,AG0006,Agent_0006,Branch_008,8.4,Not Applicable,Agent,59,4,No
POL007244,CUST007244,15-04-2023,15-04-2024,Health,Cancelled,50,Female,Single,South,Bangalore,635071,0,36610.7,715866.58,1,92383.79,Approved,Yearly,AG0062,Agent_0062,Branch_008,9.3,Not Applicable,Agent,44,4,No
POL007245,CUST007245,01-10-2023,01-10-2024,Home,Expired,53,Female,Married,East,Kolkata,3073237,0,56754.27,2813127.45,1,333112.7,Approved,Monthly,AG0064,Agent_0064,Branch_002,2.7,Not Renewed,Agent,69,1,No
POL007246,CUST007246,09-11-2025,09-11-2026,Auto,Active,56,Other,Single,North,Chandigarh,1584587,2,33537.11,198698.31,0,0,No Claim,Monthly,AG0019,Agent_0019,Branch_002,6,Not Applicable,Agent,53,3,No
POL007247,CUST007247,23-02-2024,23-02-2025,Auto,Expired,40,Male,Single,North,Delhi,1187398,5,31293.37,260051.92,0,0,No Claim,Monthly,AG0039,Agent_0039,Branch_008,2.5,Not Renewed,Agent,58,4,No
